Instance,Terminal,Layer,X location,Y location,Voltage
FILLER_1_3,VGND,li1,9.6600,16.3200,0.000001
FILLER_0_189,VGND,li1,92.6900,10.8800,0.000002
FILLER_0_181,VGND,li1,90.6200,10.8800,0.000002
FILLER_0_169,VGND,li1,86.0200,10.8800,0.000002
FILLER_0_165,VGND,li1,82.1100,10.8800,0.000002
FILLER_0_153,VGND,li1,78.6600,10.8800,0.000002
FILLER_0_141,VGND,li1,73.1400,10.8800,0.000002
FILLER_0_137,VGND,li1,69.2300,10.8800,0.000002
FILLER_0_125,VGND,li1,65.7800,10.8800,0.000002
FILLER_0_113,VGND,li1,60.2600,10.8800,0.000003
FILLER_0_111,VGND,li1,56.8100,10.8800,0.000004
FILLER_0_105,VGND,li1,54.5100,10.8800,0.000004
FILLER_0_100,VGND,li1,51.7500,10.8800,0.000005
FILLER_0_90,VGND,li1,47.8400,10.8800,0.000005
FILLER_0_85,VGND,li1,45.0800,10.8800,0.000004
FILLER_0_81,VGND,li1,43.4700,10.8800,0.000004
FILLER_0_69,VGND,li1,40.0200,10.8800,0.000004
FILLER_0_57,VGND,li1,34.5000,10.8800,0.000003
FILLER_0_53,VGND,li1,30.5900,10.8800,0.000003
FILLER_0_41,VGND,li1,27.1400,10.8800,0.000002
FILLER_0_29,VGND,li1,21.6200,10.8800,0.000002
FILLER_0_27,VGND,li1,18.1700,10.8800,0.000001
FILLER_0_15,VGND,li1,15.1800,10.8800,0.000001
FILLER_0_3,VGND,li1,9.6600,10.8800,0.000001
output5,VGND,li1,92.0000,48.9600,0.000009
output4,VGND,li1,52.9000,10.8800,0.000005
input3,VGND,li1,46.2300,10.8800,0.000005
input2,VGND,li1,55.8900,10.8800,0.000004
input1,VGND,li1,49.4500,10.8800,0.000005
TAP_TAPCELL_ROW_27_145,VGND,li1,83.0300,86.7480,0.000000
TAP_TAPCELL_ROW_27_144,VGND,li1,70.1500,86.7480,0.000000
TAP_TAPCELL_ROW_27_143,VGND,li1,57.2700,86.7480,0.000000
TAP_TAPCELL_ROW_27_142,VGND,li1,44.3900,86.7480,0.000000
TAP_TAPCELL_ROW_27_141,VGND,li1,31.5100,86.7480,0.000000
TAP_TAPCELL_ROW_27_140,VGND,li1,18.6300,86.7480,0.000000
TAP_TAPCELL_ROW_26_139,VGND,li1,70.1500,81.8910,0.000000
TAP_TAPCELL_ROW_26_138,VGND,li1,44.3900,81.8910,0.000000
TAP_TAPCELL_ROW_26_137,VGND,li1,18.6300,81.8910,0.000000
TAP_TAPCELL_ROW_25_136,VGND,li1,83.0300,81.3080,0.000000
TAP_TAPCELL_ROW_25_135,VGND,li1,57.2700,81.3080,0.000000
TAP_TAPCELL_ROW_25_134,VGND,li1,31.5100,81.3080,0.000000
TAP_TAPCELL_ROW_24_133,VGND,li1,70.1500,76.4510,0.000000
TAP_TAPCELL_ROW_24_132,VGND,li1,44.3900,76.4510,0.000000
TAP_TAPCELL_ROW_24_131,VGND,li1,18.6300,76.4510,0.000000
TAP_TAPCELL_ROW_23_130,VGND,li1,83.0300,75.8680,0.000000
TAP_TAPCELL_ROW_23_129,VGND,li1,57.2700,75.8680,0.000000
TAP_TAPCELL_ROW_23_128,VGND,li1,31.5100,75.8680,0.000000
TAP_TAPCELL_ROW_22_127,VGND,li1,70.1500,71.0110,0.000000
TAP_TAPCELL_ROW_22_126,VGND,li1,44.3900,71.0110,0.000000
TAP_TAPCELL_ROW_22_125,VGND,li1,18.6300,71.0110,0.000000
TAP_TAPCELL_ROW_21_124,VGND,li1,83.0300,70.4280,0.000000
TAP_TAPCELL_ROW_21_123,VGND,li1,57.2700,70.4280,0.000000
TAP_TAPCELL_ROW_21_122,VGND,li1,31.5100,70.4280,0.000000
TAP_TAPCELL_ROW_20_121,VGND,li1,70.1500,65.5710,0.000000
TAP_TAPCELL_ROW_20_120,VGND,li1,44.3900,65.5710,0.000000
TAP_TAPCELL_ROW_20_119,VGND,li1,18.6300,65.5710,0.000000
TAP_TAPCELL_ROW_19_118,VGND,li1,83.0300,64.9880,0.000000
TAP_TAPCELL_ROW_19_117,VGND,li1,57.2700,64.9880,0.000000
TAP_TAPCELL_ROW_19_116,VGND,li1,31.5100,64.9880,0.000000
TAP_TAPCELL_ROW_18_115,VGND,li1,70.1500,60.1310,0.000000
TAP_TAPCELL_ROW_18_114,VGND,li1,44.3900,60.1310,0.000000
TAP_TAPCELL_ROW_18_113,VGND,li1,18.6300,60.1310,0.000000
TAP_TAPCELL_ROW_17_112,VGND,li1,83.0300,59.5480,0.000000
TAP_TAPCELL_ROW_17_111,VGND,li1,57.2700,59.5480,0.000000
TAP_TAPCELL_ROW_17_110,VGND,li1,31.5100,59.5480,0.000000
TAP_TAPCELL_ROW_16_109,VGND,li1,70.1500,54.6910,0.000000
TAP_TAPCELL_ROW_16_108,VGND,li1,44.3900,54.6910,0.000000
TAP_TAPCELL_ROW_16_107,VGND,li1,18.6300,54.6910,0.000000
TAP_TAPCELL_ROW_15_106,VGND,li1,83.0300,54.1080,0.000000
TAP_TAPCELL_ROW_15_105,VGND,li1,57.2700,54.1080,0.000000
TAP_TAPCELL_ROW_15_104,VGND,li1,31.5100,54.1080,0.000000
TAP_TAPCELL_ROW_14_103,VGND,li1,70.1500,49.2510,0.000003
TAP_TAPCELL_ROW_14_102,VGND,li1,44.3900,49.2510,0.000002
TAP_TAPCELL_ROW_14_101,VGND,li1,18.6300,49.2510,0.000000
TAP_TAPCELL_ROW_13_100,VGND,li1,83.0300,48.6680,0.000007
TAP_TAPCELL_ROW_13_99,VGND,li1,57.2700,48.6680,0.000002
TAP_TAPCELL_ROW_13_98,VGND,li1,31.5100,48.6680,0.000001
TAP_TAPCELL_ROW_12_97,VGND,li1,70.1500,43.8110,0.000000
TAP_TAPCELL_ROW_12_96,VGND,li1,44.3900,43.8110,0.000000
TAP_TAPCELL_ROW_12_95,VGND,li1,18.6300,43.8110,0.000000
TAP_TAPCELL_ROW_11_94,VGND,li1,83.0300,43.2280,0.000000
TAP_TAPCELL_ROW_11_93,VGND,li1,57.2700,43.2280,0.000000
TAP_TAPCELL_ROW_11_92,VGND,li1,31.5100,43.2280,0.000000
TAP_TAPCELL_ROW_10_91,VGND,li1,70.1500,38.3710,0.000000
TAP_TAPCELL_ROW_10_90,VGND,li1,44.3900,38.3710,0.000000
TAP_TAPCELL_ROW_10_89,VGND,li1,18.6300,38.3710,0.000000
TAP_TAPCELL_ROW_9_88,VGND,li1,83.0300,37.7880,0.000000
TAP_TAPCELL_ROW_9_87,VGND,li1,57.2700,37.7880,0.000000
TAP_TAPCELL_ROW_9_86,VGND,li1,31.5100,37.7880,0.000000
TAP_TAPCELL_ROW_8_85,VGND,li1,70.1500,32.9310,0.000000
TAP_TAPCELL_ROW_8_84,VGND,li1,44.3900,32.9310,0.000000
TAP_TAPCELL_ROW_8_83,VGND,li1,18.6300,32.9310,0.000000
TAP_TAPCELL_ROW_7_82,VGND,li1,83.0300,32.3480,0.000000
TAP_TAPCELL_ROW_7_81,VGND,li1,57.2700,32.3480,0.000000
TAP_TAPCELL_ROW_7_80,VGND,li1,31.5100,32.3480,0.000000
TAP_TAPCELL_ROW_6_79,VGND,li1,70.1500,27.4910,0.000000
TAP_TAPCELL_ROW_6_78,VGND,li1,44.3900,27.4910,0.000000
TAP_TAPCELL_ROW_6_77,VGND,li1,18.6300,27.4910,0.000000
TAP_TAPCELL_ROW_5_76,VGND,li1,83.0300,26.9080,0.000000
TAP_TAPCELL_ROW_5_75,VGND,li1,57.2700,26.9080,0.000000
TAP_TAPCELL_ROW_5_74,VGND,li1,31.5100,26.9080,0.000000
TAP_TAPCELL_ROW_4_73,VGND,li1,70.1500,22.0510,0.000000
TAP_TAPCELL_ROW_4_72,VGND,li1,44.3900,22.0510,0.000000
TAP_TAPCELL_ROW_4_71,VGND,li1,18.6300,22.0510,0.000000
TAP_TAPCELL_ROW_3_70,VGND,li1,83.0300,21.4680,0.000000
TAP_TAPCELL_ROW_3_69,VGND,li1,57.2700,21.4680,0.000000
TAP_TAPCELL_ROW_3_68,VGND,li1,31.5100,21.4680,0.000000
TAP_TAPCELL_ROW_2_67,VGND,li1,70.1500,16.6110,0.000001
TAP_TAPCELL_ROW_2_66,VGND,li1,44.3900,16.6110,0.000003
TAP_TAPCELL_ROW_2_65,VGND,li1,18.6300,16.6110,0.000001
TAP_TAPCELL_ROW_1_64,VGND,li1,83.0300,16.0280,0.000001
TAP_TAPCELL_ROW_1_63,VGND,li1,57.2700,16.0280,0.000003
TAP_TAPCELL_ROW_1_62,VGND,li1,31.5100,16.0280,0.000002
TAP_TAPCELL_ROW_0_61,VGND,li1,83.0300,11.1710,0.000002
TAP_TAPCELL_ROW_0_60,VGND,li1,70.1500,11.1710,0.000002
TAP_TAPCELL_ROW_0_59,VGND,li1,57.2700,11.1710,0.000004
TAP_TAPCELL_ROW_0_58,VGND,li1,44.3900,11.1710,0.000004
TAP_TAPCELL_ROW_0_57,VGND,li1,31.5100,11.1710,0.000003
TAP_TAPCELL_ROW_0_56,VGND,li1,18.6300,11.1710,0.000001
PHY_EDGE_ROW_27_Left_55,VGND,li1,6.2100,87.0400,0.000000
PHY_EDGE_ROW_26_Left_54,VGND,li1,6.2100,81.6000,0.000000
PHY_EDGE_ROW_25_Left_53,VGND,li1,6.2100,81.6000,0.000000
PHY_EDGE_ROW_24_Left_52,VGND,li1,6.2100,76.1600,0.000000
PHY_EDGE_ROW_23_Left_51,VGND,li1,6.2100,76.1600,0.000000
PHY_EDGE_ROW_22_Left_50,VGND,li1,6.2100,70.7200,0.000000
PHY_EDGE_ROW_21_Left_49,VGND,li1,6.2100,70.7200,0.000000
PHY_EDGE_ROW_20_Left_48,VGND,li1,6.2100,65.2800,0.000000
PHY_EDGE_ROW_19_Left_47,VGND,li1,6.2100,65.2800,0.000000
PHY_EDGE_ROW_18_Left_46,VGND,li1,6.2100,59.8400,0.000000
PHY_EDGE_ROW_17_Left_45,VGND,li1,6.2100,59.8400,0.000000
PHY_EDGE_ROW_16_Left_44,VGND,li1,6.2100,54.4000,0.000000
PHY_EDGE_ROW_15_Left_43,VGND,li1,6.2100,54.4000,0.000000
PHY_EDGE_ROW_14_Left_42,VGND,li1,6.2100,48.9600,0.000000
PHY_EDGE_ROW_13_Left_41,VGND,li1,6.2100,48.9600,0.000000
PHY_EDGE_ROW_12_Left_40,VGND,li1,6.2100,43.5200,0.000000
PHY_EDGE_ROW_11_Left_39,VGND,li1,6.2100,43.5200,0.000000
PHY_EDGE_ROW_10_Left_38,VGND,li1,6.2100,38.0800,0.000000
PHY_EDGE_ROW_9_Left_37,VGND,li1,6.2100,38.0800,0.000000
PHY_EDGE_ROW_8_Left_36,VGND,li1,6.2100,32.6400,0.000000
PHY_EDGE_ROW_7_Left_35,VGND,li1,6.2100,32.6400,0.000000
PHY_EDGE_ROW_6_Left_34,VGND,li1,6.2100,27.2000,0.000000
PHY_EDGE_ROW_5_Left_33,VGND,li1,6.2100,27.2000,0.000000
PHY_EDGE_ROW_4_Left_32,VGND,li1,6.2100,21.7600,0.000000
PHY_EDGE_ROW_3_Left_31,VGND,li1,6.2100,21.7600,0.000000
PHY_EDGE_ROW_2_Left_30,VGND,li1,6.2100,16.3200,0.000001
PHY_EDGE_ROW_1_Left_29,VGND,li1,6.2100,16.3200,0.000001
PHY_EDGE_ROW_0_Left_28,VGND,li1,6.2100,10.8800,0.000001
PHY_EDGE_ROW_27_Right_27,VGND,li1,93.6100,87.0400,0.000000
PHY_EDGE_ROW_26_Right_26,VGND,li1,93.6100,81.6000,0.000000
PHY_EDGE_ROW_25_Right_25,VGND,li1,93.6100,81.6000,0.000000
PHY_EDGE_ROW_24_Right_24,VGND,li1,93.6100,76.1600,0.000000
PHY_EDGE_ROW_23_Right_23,VGND,li1,93.6100,76.1600,0.000000
PHY_EDGE_ROW_22_Right_22,VGND,li1,93.6100,70.7200,0.000000
PHY_EDGE_ROW_21_Right_21,VGND,li1,93.6100,70.7200,0.000000
PHY_EDGE_ROW_20_Right_20,VGND,li1,93.6100,65.2800,0.000000
PHY_EDGE_ROW_19_Right_19,VGND,li1,93.6100,65.2800,0.000000
PHY_EDGE_ROW_18_Right_18,VGND,li1,93.6100,59.8400,0.000000
PHY_EDGE_ROW_17_Right_17,VGND,li1,93.6100,59.8400,0.000000
PHY_EDGE_ROW_16_Right_16,VGND,li1,93.6100,54.4000,0.000000
PHY_EDGE_ROW_15_Right_15,VGND,li1,93.6100,54.4000,0.000000
PHY_EDGE_ROW_14_Right_14,VGND,li1,93.6100,48.9600,0.000009
PHY_EDGE_ROW_13_Right_13,VGND,li1,93.6100,48.9600,0.000009
PHY_EDGE_ROW_12_Right_12,VGND,li1,93.6100,43.5200,0.000000
PHY_EDGE_ROW_11_Right_11,VGND,li1,93.6100,43.5200,0.000000
PHY_EDGE_ROW_10_Right_10,VGND,li1,93.6100,38.0800,0.000000
PHY_EDGE_ROW_9_Right_9,VGND,li1,93.6100,38.0800,0.000000
PHY_EDGE_ROW_8_Right_8,VGND,li1,93.6100,32.6400,0.000000
PHY_EDGE_ROW_7_Right_7,VGND,li1,93.6100,32.6400,0.000000
PHY_EDGE_ROW_6_Right_6,VGND,li1,93.6100,27.2000,0.000000
PHY_EDGE_ROW_5_Right_5,VGND,li1,93.6100,27.2000,0.000000
PHY_EDGE_ROW_4_Right_4,VGND,li1,93.6100,21.7600,0.000000
PHY_EDGE_ROW_3_Right_3,VGND,li1,93.6100,21.7600,0.000000
PHY_EDGE_ROW_2_Right_2,VGND,li1,93.6100,16.3200,0.000001
PHY_EDGE_ROW_1_Right_1,VGND,li1,93.6100,16.3200,0.000001
PHY_EDGE_ROW_0_Right_0,VGND,li1,93.6100,10.8800,0.000002
_7_,VGND,li1,52.2100,16.3200,0.000004
_6_,VGND,li1,49.9100,16.3200,0.000004
_5_,VGND,li1,54.0500,16.3200,0.000003
_4_,VGND,li1,50.8300,10.8800,0.000005
_3_,VGND,li1,52.4400,16.3200,0.000004
